Label	Date and Time	Document	Source	Scale	Scale Units	Scale Factor	Count	Area	Perimeter	Circularity	Height	Width	Gray Value (Minimum)	Gray Value (Maximum)	Gray Value (Mean)	Gray Value (Median)	Integrated Density	Histogram
Measurement 23 - Feature 89	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.07438	1.139594	0.719725	0.409091	0.227273	46	107	85.194444	90	3067	Histogram-90.csv
Measurement 23 - Feature 90	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.119835	1.370097	0.802213	0.409091	0.409091	48	108	96.551724	105	5600	Histogram-91.csv
Measurement 23 - Feature 91	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.243802	3.077204	0.323544	1	0.818182	46	111	98.211864	105	11589	Histogram-92.csv
Measurement 23 - Feature 92	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.18595	2.371989	0.415319	0.772727	0.772727	44	121	96.5	104	8685	Histogram-93.csv
Measurement 23 - Feature 93	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.336777	4.2012	0.239776	0.545455	1.681818	44	127	98.411043	105	16041	Histogram-94.csv
Measurement 23 - Feature 94	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		1.237603	5.238856	0.566655	2.045455	0.863636	45	134	102.437396	105	61360	Histogram-95.csv
Measurement 23 - Feature 95	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.024793	0.636364	0.76937	0.136364	0.181818	48	104	82.333333	84	988	Histogram-96.csv
Measurement 23 - Feature 96	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.123967	1.773673	0.495186	0.545455	0.409091	62	123	103.216667	107	6193	Histogram-97.csv
Measurement 23 - Feature 97	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.072314	1.110683	0.736635	0.409091	0.272727	41	106	87.485714	93	3062	Histogram-98.csv
Measurement 23 - Feature 98	2021-01-05T17:56:45-06:00	composite.tif	Selection	Custom (22 pixel(s) = 1.0000 microns)	microns	22		0.109504	1.38341	0.719016	0.409091	0.409091	63	123	106.830189	108	5662	Histogram-99.csv
